OBJECTID,FIPS,STATE_NAME,HOSPITAL_NAME,HOSPITAL_TYPE,HQ_ADDRESS,HQ_CITY,HQ_ZIP_CODE,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,Y,X
145,4013.0,Arizona,Valleywise Health Medical Center (FKA Maricopa Medical Center),Short Term Acute Care Hospital,2601 E Roosevelt St,Phoenix,85008,758.0,323.0,52,52,60.0,0.46244353,435,10.0,33.46,-112.03
146,4013.0,Arizona,HonorHealth John C Lincoln Medical Center (FKA John C Lincoln North Mountain Hospital),Short Term Acute Care Hospital,250 E Dunlap Ave,Phoenix,85020,262.0,262.0,20,20,0.0,0.58905154,0,8.0,33.57,-112.07
147,4013.0,Arizona,Valleywise Behavioral Health Center - Maryvale (FKA MIHS Maryvale Hospital),Short Term Acute Care Hospital,5102 W Campbell Ave,Phoenix,85031,228.0,228.0,16,16,0.0,0.18209064,0,3.0,33.5,-112.17
148,4013.0,Arizona,Banner - University Medical Center Phoenix (FKA Banner Good Samaritan Medical Center),Short Term Acute Care Hospital,1111 E Mcdowell Rd,Phoenix,85006,766.0,622.0,46,46,0.0,0.72841477,144,26.0,33.46,-112.06
149,4013.0,Arizona,Phoenix Indian Medical Center,Short Term Acute Care Hospital,4212 N 16th St,Phoenix,85016,133.0,133.0,23,23,0.0,0.15672056,0,2.0,33.5,-112.05
150,4013.0,Arizona,Abrazo Scottsdale Campus (FKA Paradise Valley Hospital),Short Term Acute Care Hospital,3929 E Bell Rd,Phoenix,85032,136.0,127.0,14,14,0.0,0.42224139,9,4.0,33.64,-112.0
151,4013.0,Arizona,HonorHealth Scottsdale Shea Medical Center,Short Term Acute Care Hospital,9003 E Shea Blvd,Scottsdale,85260,427.0,427.0,25,25,24.0,0.52679175,0,6.0,33.58,-111.89
152,4013.0,Arizona,Banner Baywood Medical Center,Short Term Acute Care Hospital,6644 E Baywood Ave,Mesa,85206,359.0,318.0,26,26,0.0,0.58799863,41,10.0,33.41,-111.69
153,4013.0,Arizona,Banner Thunderbird Medical Center,Short Term Acute Care Hospital,5555 W Thunderbird Rd,Glendale,85306,555.0,499.0,40,40,0.0,0.60060394,56,13.0,33.61,-112.18
154,4013.0,Arizona,HonorHealth Deer Valley Medical Center,Short Term Acute Care Hospital,19829 N 27th Ave,Phoenix,85027,204.0,204.0,36,36,0.0,0.71410155,0,7.0,33.67,-112.12
155,4013.0,Arizona,Banner Del E Webb Medical Center,Short Term Acute Care Hospital,14502 W Meeker Blvd,Sun City West,85375,394.0,314.0,34,34,0.0,0.52295613,80,7.0,33.66,-112.37
156,4013.0,Arizona,Abrazo Arrowhead Campus (FKA Arrowhead Hospital),Short Term Acute Care Hospital,18701 N 67th Ave,Glendale,85308,217.0,217.0,38,38,0.0,0.59978038,0,9.0,33.66,-112.2
157,4013.0,Arizona,Mayo Clinic Hospital - Arizona,Short Term Acute Care Hospital,5777 E Mayo Blvd,Phoenix,85054,292.0,266.0,30,30,0.0,0.77646512,26,13.0,33.66,-111.96
158,4013.0,Arizona,Banner Heart Hospital,Short Term Acute Care Hospital,6750 E Baywood Ave,Mesa,85206,111.0,111.0,19,19,0.0,0.48888066,0,4.0,33.41,-111.69
159,4013.0,Arizona,Arizona Spine & Joint Hospital,Short Term Acute Care Hospital,4620 E Baseline Rd,Mesa,85206,23.0,23.0,4,4,0.0,0.24586064,0,0.0,33.38,-111.73
160,4013.0,Arizona,CORE Institute Specialty Hospital (FKA the Surgical Hospital of Phoenix),Short Term Acute Care Hospital,6501 N 19th Ave,Phoenix,85015,32.0,32.0,6,6,0.0,0.21241438,0,2.0,33.53,-112.1
161,4013.0,Arizona,Abrazo West Campus (FKA West Valley Hospital),Short Term Acute Care Hospital,13677 W Mcdowell Rd,Goodyear,85395,200.0,179.0,20,20,0.0,0.74362898,21,9.0,33.46,-112.35
162,4013.0,Arizona,Wickenburg Community Hospital,Critical Access Hospital,520 Rose Ln,Wickenburg,85390,19.0,19.0,3,3,0.0,0.15789473,0,2.0,33.98,-112.74
163,4013.0,Arizona,Dignity Health Arizona Specialty Hospital (FKA Arizona Orthopedic Surgical Hospital),Short Term Acute Care Hospital,2905 W Warner Rd,Chandler,85224,24.0,24.0,4,4,0.0,0.22979452,0,0.0,33.33,-111.89
164,4013.0,Arizona,Banner Estrella Medical Center,Short Term Acute Care Hospital,9201 W Thomas Rd,Phoenix,85037,317.0,317.0,24,24,0.0,0.60795993,0,6.0,33.48,-112.26
165,4013.0,Arizona,Mercy Gilbert Medical Center,Short Term Acute Care Hospital,3555 S Val Vista Dr,Gilbert,85297,197.0,198.0,24,24,0.0,0.71210736,-1,8.0,33.29,-111.75
166,4013.0,Arizona,Mountain Vista Medical Center,Short Term Acute Care Hospital,1301 S Crismon Rd,Mesa,85209,178.0,142.0,30,30,0.0,0.45948294,36,5.0,33.39,-111.61
167,4013.0,Arizona,Banner Gateway Medical Center,Short Term Acute Care Hospital,1900 N Higley Rd,Gilbert,85234,177.0,165.0,24,24,0.0,0.80312163,12,3.0,33.38,-111.72
168,4013.0,Arizona,HonorHealth Scottsdale Thompson Peak Medical Center,Short Term Acute Care Hospital,7400 E Thompson Peak Pkwy,Scottsdale,85255,120.0,120.0,8,8,0.0,0.52547944,0,3.0,33.67,-111.92
169,4013.0,Arizona,Phoenix Childrens Hospital,Childrens Hospital,1919 E Thomas Rd,Phoenix,85016,435.0,433.0,81,81,81.0,0.52673608,2,6.0,33.48,-112.04
170,4015.0,Arizona,Valley View Medical Center,Short Term Acute Care Hospital,5330 S Highway 95,Fort Mohave,86426,84.0,72.0,12,12,0.0,0.25780061,12,3.0,35.0,-114.6
171,4015.0,Arizona,Western Arizona Regional Medical Center,Short Term Acute Care Hospital,2735 Silver Creek Rd,Bullhead City,86442,139.0,139.0,32,32,0.0,0.35011333,0,7.0,35.11,-114.55
172,4015.0,Arizona,Havasu Regional Medical Center,Short Term Acute Care Hospital,101 Civic Center Ln,Lake Havasu City,86403,152.0,144.0,16,16,0.0,0.47218418,8,5.0,34.48,-114.34
173,4015.0,Arizona,Kingman Regional Medical Center,Short Term Acute Care Hospital,3269 N Stockton Hill Rd,Kingman,86409,235.0,196.0,20,20,0.0,0.53855187,39,5.0,35.22,-114.04
174,4017.0,Arizona,Summit Healthcare Regional Medical Center,Short Term Acute Care Hospital,2200 E Show Low Lake Rd,Show Low,85901,101.0,89.0,12,12,0.0,0.42918271,12,3.0,34.2,-110.02
175,4017.0,Arizona,Hopi Health Care Center,Critical Access Hospital,Highway 264 Mile Post 388,Polacca,86042,6.0,6.0,1,1,0.0,0.20502283,0,0.0,35.93,-110.45
176,4017.0,Arizona,Whiteriver Indian Hospital,Short Term Acute Care Hospital,200 West Hospital Drive,Whiteriver,85941,40.0,40.0,7,7,0.0,0.2580137,0,0.0,33.88,-109.96
177,4017.0,Arizona,Little Colorado Medical Center,Critical Access Hospital,1501 N Williamson Ave,Winslow,86047,25.0,25.0,4,4,0.0,0.36657533,0,2.0,35.04,-110.69
178,4019.0,Arizona,Oro Valley Hospital,Short Term Acute Care Hospital,1551 E Tangerine Rd,Oro Valley,85755,146.0,111.0,36,36,0.0,0.37790942,35,2.0,32.43,-110.95
179,4019.0,Arizona,Sells Indian Hospital,Short Term Acute Care Hospital,Arizona State Highway 86,Sells,85634,14.0,14.0,2,2,0.0,0.19197652,0,1.0,31.92,-111.88
180,4019.0,Arizona,Northwest Medical Center,Short Term Acute Care Hospital,6200 N La Cholla Blvd,Tucson,85741,300.0,281.0,35,35,15.0,0.45767075,19,6.0,32.32,-111.01
181,4019.0,Arizona,Banner - University Medical Center South (FKA University of Arizona Medical Center - South Campus),Short Term Acute Care Hospital,2800 E Ajo Way,Tucson,85713,245.0,132.0,12,12,0.0,0.69751275,113,4.0,32.18,-110.93
182,4019.0,Arizona,Banner - University Medical Center Tucson (FKA University of Arizona Medical Center),Short Term Acute Care Hospital,1625 N Campbell Ave,Tucson,85724,625.0,479.0,90,90,60.0,0.73160481,146,18.0,32.25,-110.94
183,4019.0,Arizona,Tucson Medical Center (AKA TMC HealthCare),Short Term Acute Care Hospital,5301 E Grant Rd,Tucson,85712,596.0,441.0,36,36,54.0,0.84180415,155,10.0,32.25,-110.88
184,4019.0,Arizona,St Marys Hospital,Short Term Acute Care Hospital,1601 W Saint Marys Rd,Tucson,85745,400.0,349.0,49,49,0.0,0.34795305,51,4.0,32.23,-111.0
185,4019.0,Arizona,St Joseph Hospital,Short Term Acute Care Hospital,350 N Wilmot Rd,Tucson,85711,486.0,451.0,32,32,30.0,0.33964705,35,6.0,32.23,-110.86
186,4021.0,Arizona,Banner Casa Grande Medical Center,Short Term Acute Care Hospital,1800 E Florence Blvd,Casa Grande,85122,141.0,141.0,22,22,0.0,0.41478676,0,4.0,32.88,-111.71
187,4023.0,Arizona,Holy Cross Hospital,Critical Access Hospital,1171 W Target Range Rd,Nogales,85621,25.0,25.0,4,4,0.0,0.26597261,0,2.0,31.34,-110.96
188,4025.0,Arizona,Northern Arizona VA Health Care System,VA Hospital,500 N Us Highway 89,Prescott,86313,21.0,21.0,0,0,,,0,0.0,34.55,-112.45
189,4025.0,Arizona,Yavapai Regional Medical Center - West,Short Term Acute Care Hospital,1003 Willow Creek Rd,Prescott,86301,206.0,134.0,26,26,0.0,0.52721107,72,7.0,34.56,-112.48
190,4025.0,Arizona,Verde Valley Medical Center,Short Term Acute Care Hospital,269 S Candy Ln,Cottonwood,86326,98.0,87.0,13,13,0.0,0.51465911,11,3.0,34.74,-112.03
191,4027.0,Arizona,Yuma Regional Medical Center,Short Term Acute Care Hospital,2400 S Avenue A,Yuma,85364,405.0,406.0,42,42,20.0,0.41621566,-1,7.0,32.68,-114.63
192,5001.0,Arkansas,Baptist Health - Stuttgart,Short Term Acute Care Hospital,1703 N Buerkle St,Stuttgart,72160,49.0,49.0,9,9,0.0,0.18870562,0,2.0,34.52,-91.56
193,5001.0,Arkansas,DeWitt Hospital & Nursing Home,Critical Access Hospital,1641 S Whitehead Dr,De Witt,72042,25.0,25.0,4,4,0.0,0.090958901,0,1.0,34.28,-91.34
194,5003.0,Arkansas,Ashley County Medical Center,Critical Access Hospital,1015 Unity Rd,Crossett,71635,33.0,25.0,6,6,0.0,0.38465753,8,2.0,33.14,-91.94
195,5005.0,Arkansas,Baxter Regional Medical Center,Short Term Acute Care Hospital,624 Hospital Dr,Mountain Home,72653,268.0,170.0,17,17,0.0,0.51451904,98,4.0,36.34,-92.39
196,5007.0,Arkansas,Siloam Springs Regional Hospital,Short Term Acute Care Hospital,603 N Progress Ave,Siloam Springs,72761,73.0,44.0,6,6,0.0,0.24122043,29,2.0,36.19,-94.51
197,5007.0,Arkansas,Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),Short Term Acute Care Hospital,2710 S Rife Medical Ln,Rogers,72758,208.0,206.0,24,24,8.0,0.54176086,2,4.0,36.31,-94.18
198,5007.0,Arkansas,Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System),Critical Access Hospital,1101 Jackson St Sw,Gravette,72736,25.0,25.0,4,4,0.0,0.81271231,0,1.0,36.41,-94.46
199,5009.0,Arkansas,North Arkansas Regional Medical Center,Short Term Acute Care Hospital,620 N Main St,Harrison,72601,174.0,120.0,24,24,0.0,0.19586758,54,3.0,36.24,-93.11
200,5011.0,Arkansas,Bradley County Medical Center,Critical Access Hospital,404 S Bradley St,Warren,71671,33.0,25.0,4,4,0.0,0.24767123,8,2.0,33.61,-92.06
201,5015.0,Arkansas,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Critical Access Hospital,214 Carter St,Berryville,72616,25.0,25.0,5,5,0.0,0.1509041,0,2.0,36.36,-93.55
202,5017.0,Arkansas,Chicot Memorial Medical Center,Critical Access Hospital,2729 S Highway 65 82,Lake Village,71653,25.0,25.0,4,4,0.0,0.36624658,0,2.0,33.31,-91.29
203,5019.0,Arkansas,Baptist Health - Arkadelphia,Critical Access Hospital,3050 Twin Rivers Dr,Arkadelphia,71923,25.0,25.0,4,4,0.0,0.43671232,0,2.0,34.12,-93.09
204,5021.0,Arkansas,Piggott Community Hospital,Critical Access Hospital,1206 Gordon Duckworth Dr,Piggott,72454,25.0,25.0,4,4,0.0,0.49654794,0,1.0,36.39,-90.2
205,5023.0,Arkansas,Baptist Health - Heber Springs,Critical Access Hospital,1800 ByPass Rd,Heber Springs,72543,25.0,25.0,4,4,0.0,0.35978082,0,1.0,35.5,-92.0
206,5027.0,Arkansas,Magnolia Regional Medical Center,Short Term Acute Care Hospital,101 Hospital Dr,Magnolia,71753,49.0,30.0,6,6,0.0,0.37424657,19,2.0,33.27,-93.24
207,44007.0,Rhode Island,Providence VA Medical Center,VA Hospital,830 Chalkstone Ave,Providence,2908,73.0,73.0,2,2,,,0,2.0,41.83,-71.43
208,5029.0,Arkansas,CHI St Vincent Morrilton,Critical Access Hospital,4 Hospital Dr,Morrilton,72110,25.0,25.0,4,4,0.0,0.3151781,0,2.0,35.17,-92.72
209,5031.0,Arkansas,NEA Baptist Memorial Hospital,Short Term Acute Care Hospital,4800 E Johnson Ave,Jonesboro,72401,228.0,100.0,36,36,0.0,0.69847792,128,4.0,35.87,-90.64
210,5031.0,Arkansas,St Bernards Medical Center,Short Term Acute Care Hospital,225 E Jackson Ave,Jonesboro,72401,378.0,329.0,30,30,12.0,0.65965331,49,11.0,35.84,-90.7
211,5033.0,Arkansas,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Short Term Acute Care Hospital,211 Crawford Memorial Dr,Van Buren,72956,103.0,35.0,8,8,0.0,0.28195488,68,2.0,35.44,-94.34
212,5037.0,Arkansas,CrossRidge Community Hospital,Critical Access Hospital,310 Falls Blvd S,Wynne,72396,25.0,15.0,3,3,0.0,0.58082193,10,2.0,35.22,-90.79
213,5039.0,Arkansas,Dallas County Medical Center,Critical Access Hospital,201 N Clifton St,Fordyce,71742,25.0,22.0,4,4,0.0,0.089414693,3,0.0,33.81,-92.43
214,5041.0,Arkansas,McGehee Hospital (AKA McGehee-Desha County Hospital),Critical Access Hospital,900 S 3rd St,McGehee,71654,25.0,25.0,4,4,0.0,0.17238356,0,1.0,33.62,-91.39
215,5041.0,Arkansas,Delta Memorial Hospital,Critical Access Hospital,811 Highway 65 S,Dumas,71639,25.0,25.0,4,4,0.0,0.34169862,0,1.0,33.87,-91.48
216,5043.0,Arkansas,Drew Memorial Health System (FKA Drew Memorial Hospital),Short Term Acute Care Hospital,778 Scogin Dr,Monticello,71655,49.0,49.0,5,5,0.0,0.40402573,0,2.0,33.61,-91.82
217,5045.0,Arkansas,Conway Regional Medical Center,Short Term Acute Care Hospital,2302 College Ave,Conway,72034,150.0,139.0,17,17,0.0,0.55220264,11,4.0,35.09,-92.46
218,5047.0,Arkansas,Mercy Hospital Ozark,Critical Access Hospital,801 W River St,Ozark,72949,25.0,25.0,4,4,0.0,0.1079452,0,1.0,35.49,-93.83
219,5051.0,Arkansas,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Short Term Acute Care Hospital,300 Prospect Ave,Hot Springs,71901,50.0,1.0,0,0,0.0,0.0027397260999999997,49,0.0,34.51,-93.06
220,5051.0,Arkansas,National Park Medical Center,Short Term Acute Care Hospital,1910 Malvern Ave,Hot Springs,71901,163.0,126.0,16,16,0.0,0.62726682,37,5.0,34.49,-93.04
221,5051.0,Arkansas,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Short Term Acute Care Hospital,300 Werner St,Hot Springs,71913,282.0,229.0,25,25,0.0,0.59670991,53,7.0,34.47,-93.07
222,5055.0,Arkansas,Arkansas Methodist Medical Center,Short Term Acute Care Hospital,900 W Kingshwy,Paragould,72451,129.0,114.0,8,8,0.0,0.28514779,15,3.0,36.06,-90.5
223,5057.0,Arkansas,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Short Term Acute Care Hospital,2001 S Main St,Hope,71801,79.0,67.0,8,8,0.0,0.12741771,12,2.0,33.65,-93.59
224,5059.0,Arkansas,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Short Term Acute Care Hospital,1001 Schneider Dr,Malvern,72104,72.0,64.0,6,6,0.0,0.39559075,8,2.0,34.36,-92.79
225,45019.0,South Carolina,Ralph H Johnson VA Medical Center,VA Hospital,109 Bee St,Charleston,29401,132.0,132.0,0,0,,,0,0.0,32.78,-79.95
226,5061.0,Arkansas,Howard Memorial Hospital,Critical Access Hospital,130 Medical Cir,Nashville,71852,20.0,20.0,6,6,0.0,0.26838356,0,2.0,33.95,-93.88
227,5063.0,Arkansas,White River Medical Center,Short Term Acute Care Hospital,1710 Harrison St,Batesville,72501,235.0,184.0,12,12,0.0,0.43694162,51,4.0,35.77,-91.63
228,5069.0,Arkansas,Jefferson Regional Medical Center,Short Term Acute Care Hospital,1600 W 40th Ave,Pine Bluff,71603,471.0,271.0,34,34,0.0,0.43204772,200,7.0,34.19,-92.02
229,5071.0,Arkansas,Johnson Regional Medical Center,Short Term Acute Care Hospital,1100 E Poplar St,Clarksville,72830,90.0,57.0,8,8,0.0,0.21523672,33,2.0,35.46,-93.44
230,5075.0,Arkansas,Lawrence Memorial Hospital,Critical Access Hospital,1309 W Main St,Walnut Ridge,72476,25.0,25.0,4,4,0.0,0.30276242,0,2.0,36.07,-90.97
231,5083.0,Arkansas,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Critical Access Hospital,500 E Academy St,Paris,72855,16.0,16.0,3,3,0.0,0.19400685,0,2.0,35.29,-93.72
232,5083.0,Arkansas,Mercy Hospital Booneville (FKA Booneville Community Hospital),Critical Access Hospital,880 W Main St,Booneville,72927,25.0,24.0,4,4,0.0,0.15742008,1,1.0,35.14,-93.93
233,5093.0,Arkansas,South Mississippi County Regional Medical Center,Critical Access Hospital,611 W Lee Ave,Osceola,72370,25.0,25.0,4,4,0.0,0.16372603,0,1.0,35.7,-89.98
234,5093.0,Arkansas,Great River Medical Center,Short Term Acute Care Hospital,1520 N Division St,Blytheville,72315,99.0,99.0,5,5,0.0,0.3041926,0,2.0,35.94,-89.92
235,5103.0,Arkansas,Ouachita County Medical Center,Short Term Acute Care Hospital,638 California Ave Sw,Camden,71701,98.0,82.0,8,8,0.0,0.16518544,16,2.0,33.58,-92.84
236,5107.0,Arkansas,Helena Regional Medical Center,Short Term Acute Care Hospital,1801 Martin Luther King Jr Dr,Helena,72342,155.0,127.0,6,6,0.0,0.095178515,28,2.0,34.51,-90.63
237,5113.0,Arkansas,Mena Regional Health System,Short Term Acute Care Hospital,311 Morrow St N,Mena,71953,65.0,41.0,6,6,0.0,0.28406279999999995,24,2.0,34.59,-94.22
238,5115.0,Arkansas,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Short Term Acute Care Hospital,1808 W Main St,Russellville,72801,170.0,137.0,11,11,0.0,0.42881712,33,4.0,35.28,-93.15
239,5119.0,Arkansas,Baptist Health - North Little Rock,Short Term Acute Care Hospital,3333 Springhill Dr,North Little Rock,72117,225.0,177.0,17,17,0.0,0.61230552,48,5.0,34.78,-92.22
240,5119.0,Arkansas,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Short Term Acute Care Hospital,4301 W Markham St,Little Rock,72205,450.0,455.0,28,28,64.0,0.81248623,-5,14.0,34.75,-92.32
241,5119.0,Arkansas,CHI St Vincent Infirmary,Short Term Acute Care Hospital,2 Saint Vincent Cir,Little Rock,72205,615.0,393.0,23,23,0.0,0.64317012,222,12.0,34.75,-92.34
242,5119.0,Arkansas,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,VA Hospital,4300 W 7th St,Little Rock,72205,538.0,256.0,2,2,,,282,2.0,34.75,-92.32
243,5119.0,Arkansas,Baptist Health - Little Rock,Short Term Acute Care Hospital,9601 Baptist Health Dr,Little Rock,72205,827.0,683.0,54,54,0.0,0.6018452,144,15.0,34.74,-92.38
244,5119.0,Arkansas,Arkansas Surgical Hospital,Short Term Acute Care Hospital,5201 Northshore Dr,North Little Rock,72118,49.0,49.0,9,9,0.0,0.38719597,0,2.0,34.8,-92.35
245,5119.0,Arkansas,Arkansas Heart Hospital,Short Term Acute Care Hospital,1701 S Shackleford Rd,Little Rock,72211,110.0,112.0,20,20,0.0,0.56829745,-2,2.0,34.74,-92.39
246,5119.0,Arkansas,CHI St Vincent North,Short Term Acute Care Hospital,2215 Wildwood Ave,Sherwood,72120,69.0,59.0,14,14,0.0,0.41100535,10,3.0,34.81,-92.21
247,5119.0,Arkansas,Arkansas Childrens Hospital,Childrens Hospital,1 Childrens Way,Little Rock,72202,336.0,336.0,36,36,104.0,0.66382909,0,2.0,34.74,-92.29
248,5121.0,Arkansas,St Bernards Five Rivers (FKA Five Rivers Medical Center),Short Term Acute Care Hospital,2801 Medical Center Dr,Pocahontas,72455,50.0,32.0,2,2,0.0,0.16506849,18,1.0,36.29,-91.0
249,5123.0,Arkansas,Forrest City Medical Center,Short Term Acute Care Hospital,1601 New Castle Rd,Forrest City,72335,118.0,56.0,6,6,0.0,0.24300392,62,2.0,35.03,-90.78
250,5125.0,Arkansas,Saline Memorial Hospital,Short Term Acute Care Hospital,1 Medical Park Dr,Benton,72015,177.0,130.0,16,16,0.0,0.38263434,47,3.0,34.57,-92.59
251,5127.0,Arkansas,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Critical Access Hospital,1341 W 6th St,Waldron,72958,24.0,24.0,4,4,0.0,0.13470319,0,1.0,34.9,-94.11
252,5131.0,Arkansas,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Short Term Acute Care Hospital,1001 Towson Ave,Fort Smith,72901,492.0,249.0,31,31,0.0,0.66350251,243,12.0,35.37,-94.42
253,5131.0,Arkansas,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Short Term Acute Care Hospital,7301 Rogers Ave,Fort Smith,72903,336.0,343.0,38,38,25.0,0.52506089,-7,9.0,35.36,-94.35
254,5137.0,Arkansas,Stone County Medical Center,Critical Access Hospital,2106 E Main St,Mountain View,72560,25.0,25.0,4,4,0.0,0.21917808,0,1.0,35.86,-92.08
255,5139.0,Arkansas,Medical Center of South Arkansas,Short Term Acute Care Hospital,700 W Grove St,El Dorado,71730,166.0,111.0,16,16,0.0,0.32552543,55,3.0,33.22,-92.67
256,5141.0,Arkansas,Ozark Health Medical Center,Critical Access Hospital,2500 Highway 65 S,Clinton,72031,25.0,25.0,4,4,0.0,0.52065754,0,2.0,35.56,-92.45
257,5143.0,Arkansas,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),VA Hospital,1100 N College Ave,Fayetteville,72703,78.0,,0,0,,,78,0.0,36.08,-94.16
258,5143.0,Arkansas,Northwest Health Physicians Specialty Hospital,Short Term Acute Care Hospital,3873 N Parkview Dr,Fayetteville,72703,20.0,20.0,4,4,0.0,0.28602740000000004,0,0.0,36.12,-94.13
259,5143.0,Arkansas,Northwest Medical Center - Springdale,Short Term Acute Care Hospital,609 W Maple Ave,Springdale,72764,222.0,222.0,21,21,0.0,0.47846013,0,5.0,36.18,-94.14
260,5143.0,Arkansas,Washington Regional Medical Center,Short Term Acute Care Hospital,3215 N Northhills Blvd,Fayetteville,72703,425.0,320.0,40,40,34.0,0.61330998,105,10.0,36.11,-94.16
261,5145.0,Arkansas,Unity Health - White County Medical Center,Short Term Acute Care Hospital,3214 E Race Ave,Searcy,72143,245.0,245.0,13,13,0.0,0.65351266,0,8.0,35.25,-91.69
262,5149.0,Arkansas,John Ed Chambers Memorial Hospital,Short Term Acute Care Hospital,719 Detroit Ave,Danville,72833,41.0,30.0,5,5,0.0,0.50547945,11,2.0,35.05,-93.39
263,5149.0,Arkansas,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Critical Access Hospital,200 N 3rd St,Dardanelle,72834,35.0,25.0,4,4,0.0,0.24339727,10,1.0,35.22,-93.16
264,6001.0,California,St Rose Hospital,Short Term Acute Care Hospital,27200 Calaroga Ave,Hayward,94545,171.0,195.0,15,15,0.0,0.29369864,-24,8.0,37.63,-122.09
265,6001.0,California,Alta Bates Summit Medical Center - Summit Campus,Short Term Acute Care Hospital,350 Hawthorne Ave,Oakland,94609,58.0,296.0,36,36,0.0,0.48413488,-238,11.0,37.82,-122.26
266,6001.0,California,San Leandro Hospital,Short Term Acute Care Hospital,13855 E 14th St,San Leandro,94578,91.0,45.0,6,6,0.0,0.73637748,46,3.0,37.71,-122.14
267,6001.0,California,Washington Hospital,Short Term Acute Care Hospital,2000 Mowry Ave,Fremont,94538,415.0,320.0,52,52,0.0,0.51471359,95,6.0,37.56,-121.98
268,6001.0,California,Alameda Hospital,Short Term Acute Care Hospital,2070 Clinton Ave,Alameda,94501,66.0,34.0,8,8,0.0,0.9777599,32,3.0,37.76,-122.25
269,6001.0,California,Stanford Health Care - ValleyCare Medical Center,Short Term Acute Care Hospital,5555 W Las Positas Blvd,Pleasanton,94588,167.0,167.0,23,23,0.0,0.38561234,0,5.0,37.69,-121.88
